instructor_url,processed_or_not
https://www.udemy.com/user/ericries/
https://www.udemy.com/user/tomwatson/
https://www.udemy.com/user/ian-dunbar/
https://www.udemy.com/user/juanjo-ramos/
https://www.udemy.com/user/miguelhernandez/
https://www.udemy.com/user/huwcollingbourne/
https://www.udemy.com/user/sadienardini/
https://www.udemy.com/user/edwin-ang-2/
https://www.udemy.com/user/jasonmoore/
https://www.udemy.com/user/clearadmitbeatthegmat/
https://www.udemy.com/user/tonyhillerson/
https://www.udemy.com/user/marklassoff/
https://www.udemy.com/user/chrisbryant/
https://www.udemy.com/user/josephcaserto2/
https://www.udemy.com/user/infiniteskills/
https://www.udemy.com/user/viriamkaur/
https://www.udemy.com/user/cathyerway2/
https://www.udemy.com/user/palatepress/
https://www.udemy.com/user/chrisconverse2/
https://www.udemy.com/user/alexafischer/
https://www.udemy.com/user/bartoszbarlowski/
https://www.udemy.com/user/kinesiologytapeaustralia/
https://www.udemy.com/user/mikegeer/
https://www.udemy.com/user/seaonstylistbristol/
https://www.udemy.com/user/marinapetrovic/
https://www.udemy.com/user/timberry/
https://www.udemy.com/user/timberry2/
https://www.udemy.com/user/redjenford/
https://www.udemy.com/user/michelerousseau/
https://www.udemy.com/user/nicksavov2/
https://www.udemy.com/user/seanmartin/
https://www.udemy.com/user/gkenholman/
https://www.udemy.com/user/bayadewald/
https://www.udemy.com/user/andyanderson/
https://www.udemy.com/user/carlossolis/
https://www.udemy.com/user/profpaulkrause/
https://www.udemy.com/user/seomoz/
https://www.udemy.com/user/gabriellewallace/
https://www.udemy.com/user/mark-lassoff/
https://www.udemy.com/user/jasonmatthews/
https://www.udemy.com/user/giancarlomassaro/
https://www.udemy.com/user/keithcarpenter2/
https://www.udemy.com/user/cihanozhan/
https://www.udemy.com/user/benho/
https://www.udemy.com/user/seankaye/
https://www.udemy.com/user/lensmith2/
https://www.udemy.com/user/lukahorvat/
https://www.udemy.com/user/ericschwartzman/
https://www.udemy.com/user/marshallceakin/
https://www.udemy.com/user/brianfagan/
https://www.udemy.com/user/briangorman/
https://www.udemy.com/user/jebbarnes/
https://www.udemy.com/user/michaellenox/
https://www.udemy.com/user/gadallon/
https://www.udemy.com/user/carlostimanaortega/
https://www.udemy.com/user/anetteprehn/
https://www.udemy.com/user/charleshoskinson/
https://www.udemy.com/user/ranierochelli/
https://www.udemy.com/user/vhottraininginc/
https://www.udemy.com/user/chrishughes/
https://www.udemy.com/user/webcoursesbangkokcarl/
https://www.udemy.com/user/philsimon/
https://www.udemy.com/user/ooof/
https://www.udemy.com/user/carolinejenkins2/
https://www.udemy.com/user/mattmansfield/
https://www.udemy.com/user/marktrego/
https://www.udemy.com/user/suzipomerantz/
https://www.udemy.com/user/douglaslogue/
https://www.udemy.com/user/bronsontaylor/
https://www.udemy.com/user/steveblank/
https://www.udemy.com/user/davemcclure2/
https://www.udemy.com/user/janicefraser3/
https://www.udemy.com/user/ashmaurya2/
https://www.udemy.com/user/andyhorner/
https://www.udemy.com/user/jeffreygitomer/
https://www.udemy.com/user/sylviabernstein/
https://www.udemy.com/user/blaircook/
https://www.udemy.com/user/stevequatrani2/
https://www.udemy.com/user/bernieraffe/
https://www.udemy.com/user/dougthomas/
https://www.udemy.com/user/teletimevideo/
https://www.udemy.com/user/cristiansaluas/
https://www.udemy.com/user/michaelchesleyjohnson/
https://www.udemy.com/user/jeradhill/
https://www.udemy.com/user/neilfontaine/
https://www.udemy.com/user/jeremyshuback/
https://www.udemy.com/user/jeremyschoemaker/
https://www.udemy.com/user/joesaenz/
https://www.udemy.com/user/sebastiansulinski/
https://www.udemy.com/user/timchartier/
https://www.udemy.com/user/eugenoprea/
https://www.udemy.com/user/seanclark2/
https://www.udemy.com/user/ilyas3/
https://www.udemy.com/user/michaelcwhite/
https://www.udemy.com/user/jaredwaxman/
https://www.udemy.com/user/manfredwerner/
https://www.udemy.com/user/tomcassidy/
https://www.udemy.com/user/bryansykes/
https://www.udemy.com/user/markrogers3/
https://www.udemy.com/user/sambrown19/
https://www.udemy.com/user/ruwanmeepagala/
https://www.udemy.com/user/trentonmiller/
https://www.udemy.com/user/benlugosch/
https://www.udemy.com/user/taariqlewis/
https://www.udemy.com/user/vitaliylevit/
https://www.udemy.com/user/seanfyfe/
https://www.udemy.com/user/susanweinschenk/
https://www.udemy.com/user/tda2/
https://www.udemy.com/user/donellijdimaria/
