instructor_url,processed_or_not
https://www.udemy.com/user/ericries/,
https://www.udemy.com/user/tomwatson/,
https://www.udemy.com/user/ian-dunbar/,
https://www.udemy.com/user/juanjo-ramos/,
https://www.udemy.com/user/miguelhernandez/,
https://www.udemy.com/user/huwcollingbourne/,
https://www.udemy.com/user/sadienardini/,
https://www.udemy.com/user/edwin-ang-2/,
https://www.udemy.com/user/jasonmoore/,
https://www.udemy.com/user/clearadmitbeatthegmat/,
https://www.udemy.com/user/tonyhillerson/,
https://www.udemy.com/user/marklassoff/,
https://www.udemy.com/user/chrisbryant/,
https://www.udemy.com/user/josephcaserto2/,
https://www.udemy.com/user/infiniteskills/,
https://www.udemy.com/user/viriamkaur/,
https://www.udemy.com/user/cathyerway2/,
https://www.udemy.com/user/palatepress/,
https://www.udemy.com/user/chrisconverse2/,
